UNIQUE ID,CRITICAL SENTENCE ENGLISH,CRITICAL SENTENCE UNICODE,CRITICAL SENTENCE RUSSIAN,QUESTION FRAME ENGLISH,QUESTION FRAME RUSSIAN,QUESTION FRAME UNICODE,UNDERLYING METAPHOR,UNDERLYING METAPHOR,CORRECT ANSWER,CORRECT ANSWER,CORRECT ANSWER,RELATED ANSWER,RELATED ANSWER,RELATED ANSWER,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 2,UNRELATED ANSWER 2,UNRELATED ANSWER 2,SET
22,"Even though there were 400 new employees, Jill had a handle on the payroll situation.","&#1053;&#1077;&#1089;&#1084;&#1086;&#1090;&#1088;&#1103; &#1085;&#1072; &#1085;&#1072;&#1083;&#1080;&#1095;&#1080;&#1077; 400 &#1085;&#1086;&#1074;&#1099;&#1093; &#1089;&#1086;&#1090;&#1088;&#1091;&#1076;&#1085;&#1080;&#1082;&#1086;&#1074;, &#1044;&#1078;&#1080;&#1083; &#1076;&#1077;&#1088;&#1078;&#1072;&#1083;&#1072; &#1074; &#1088;&#1091;&#1082;&#1072;&#1093; &#1089;&#1080;&#1090;&#1091;&#1072;&#1094;&#1080;&#1102; &#1089; &#1074;&#1099;&#1087;&#1083;&#1072;&#1090;&#1086;&#1081; &#1087;&#1083;&#1072;&#1090;&#1077;&#1078;&#1077;&#1081; &#1089;&#1083;&#1091;&#1078;&#1072;&#1097;&#1080;&#1084;.","Несмотря на  наличие 400 новых сотрудников, Джил держала в руках ситуацию с выплатой платежей служащим.","In the above sentence, Jill's control of the situation is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Holding an Object,Находится под контролем,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Brightness,Яркость,"&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;
",1
23,"Even though there were 400 new employees, Jill was on top of the payroll situation.","&#1053;&#1077;&#1089;&#1084;&#1086;&#1090;&#1088;&#1103; &#1085;&#1072; &#1085;&#1072;&#1083;&#1080;&#1095;&#1080;&#1077; 400 &#1085;&#1086;&#1074;&#1099;&#1093; &#1089;&#1086;&#1090;&#1088;&#1091;&#1076;&#1085;&#1080;&#1082;&#1086;&#1074;, &#1044;&#1078;&#1080;&#1083; &#1073;&#1099;&#1083;&#1072; &#1085;&#1072; &#1074;&#1099;&#1089;&#1086;&#1090;&#1077;, &#1088;&#1072;&#1073;&#1086;&#1090;&#1072;&#1103; &#1085;&#1072;&#1076; &#1087;&#1083;&#1072;&#1090;&#1077;&#1078;&#1085;&#1086;&#1081; &#1074;&#1077;&#1076;&#1086;&#1084;&#1086;&#1089;&#1090;&#1100;&#1102;.","Несмотря на наличие 400 новых сотрудников, Джил была на высоте, работая над платежной ведомостью.","In the above sentence, Jill's control of the situation is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Vertical Positioning,Находится под контролем,Being Above,Высота,&#1042;&#1099;&#1089;&#1086;&#1090;&#1072;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,2
24,Foreign policy was a peripheral issue in the debate.,&#1042;&#1085;&#1077;&#1096;&#1085;&#1103;&#1103; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1082;&#1072; &#1079;&#1072;&#1085;&#1080;&#1084;&#1072;&#1083;&#1072; &#1074;&#1090;&#1086;&#1088;&#1086;&#1089;&#1090;&#1077;&#1087;&#1077;&#1085;&#1085;&#1086;&#1077; &#1084;&#1077;&#1089;&#1090;&#1086; &#1074; &#1086;&#1073;&#1089;&#1091;&#1078;&#1076;&#1077;&#1085;&#1080;&#1080;.,Внешняя политика занимала второстепенное место в обсуждении.,"In the above sentence, the importance of foreign policy is being described in terms of: ",В этом предложении важность внешней политики описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1074;&#1085;&#1077;&#1096;&#1085;&#1077;&#1081; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1082;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Centrality in Space,Важность ,Centrality,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,1
25,Globochem's sales figures for the quarter were huge.,&#1062;&#1080;&#1092;&#1088;&#1099; &#1086;&#1073;&#1098;&#1077;&#1084;&#1072; &#1087;&#1088;&#1086;&#1076;&#1072;&#1078; &#1082;&#1086;&#1084;&#1087;&#1072;&#1085;&#1080;&#1080; &#1079;&#1072; &#1087;&#1077;&#1088;&#1074;&#1099;&#1081; &#1082;&#1074;&#1072;&#1088;&#1090;&#1072;&#1083; &#1073;&#1099;&#1083;&#1080; &#1086;&#1075;&#1088;&#1086;&#1084;&#1085;&#1099;&#1084;&#1080;.,Цифры объема продаж компании за первый квартал были огромными.,"In the above sentence, Globochem's sales figures are being described in terms of: ",В этом предложении количество продаж описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1087;&#1088;&#1086;&#1076;&#1072;&#1078; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Physical Size,Количество,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,2
26,Globochem's sales figures for the quarter were through the roof.,&#1062;&#1080;&#1092;&#1088;&#1099; &#1086;&#1073;&#1098;&#1077;&#1084;&#1072; &#1087;&#1088;&#1086;&#1076;&#1072;&#1078; &#1082;&#1086;&#1084;&#1087;&#1072;&#1085;&#1080;&#1080; &#1079;&#1072; &#1087;&#1077;&#1088;&#1074;&#1099;&#1081; &#1082;&#1074;&#1072;&#1088;&#1090;&#1072;&#1083; &#1073;&#1099;&#1083;&#1080; &#1074;&#1099;&#1096;&#1077; &#1082;&#1088;&#1099;&#1096;&#1080;.,Цифры объема продаж компании за первый квартал были выше крыши.,"In the above sentence, Globochem's sales figures are being described in terms of: ",В этом предложении количество описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Vertical Elevation,Количество,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,2
27,He waited for a lull in the discussion to leave the room,"&#1054;&#1085; &#1076;&#1086;&#1078;&#1076;&#1072;&#1083;&#1089;&#1103; &#1074;&#1088;&#1077;&#1084;&#1077;&#1085;&#1085;&#1086;&#1075;&#1086; &#1079;&#1072;&#1090;&#1080;&#1096;&#1100;&#1103; &#1074; &#1086;&#1073;&#1089;&#1091;&#1078;&#1076;&#1077;&#1085;&#1080;&#1080;, &#1095;&#1090;&#1086;&#1073;&#1099; &#1074;&#1099;&#1081;&#1090;&#1080; &#1080;&#1079; &#1082;&#1086;&#1084;&#1085;&#1072;&#1090;&#1099;.","Он дождался временного затишья в обсуждении, чтобы выйти из комнаты.","In the above sentence, the activity of the discussion is being described in terms of: ",В этом предложении активность обсуждения описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1072;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1100; &#1086;&#1073;&#1089;&#1091;&#1078;&#1076;&#1077;&#1085;&#1080;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Activity is Being Asleep/Awake,Активность,Wakefulness,Бодрствование,&#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,1
28,Her appetite for controversy got her into trouble.,&#1046;&#1072;&#1078;&#1076;&#1072; &#1082;&#1086;&#1085;&#1092;&#1088;&#1086;&#1085;&#1090;&#1072;&#1094;&#1080;&#1080; &#1076;&#1086;&#1074;&#1077;&#1083;&#1072; &#1077;&#1077; &#1076;&#1086; &#1073;&#1077;&#1076;&#1099;.,Жажда конфронтации довела ее до беды.,"In the above sentence, the woman's desire for controversy is being described in terms of: ",В этом предложении желание к конфронтации описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1082; &#1082;&#1086;&#1085;&#1092;&#1088;&#1086;&#1085;&#1090;&#1072;&#1094;&#1080;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is Hunger,Желание,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Holding an object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,2
29,Her gravitation toward controversy got her into trouble. ,&#1045;&#1077; &#1074;&#1089;&#1077;&#1075;&#1076;&#1072; &#1090;&#1103;&#1085;&#1091;&#1083;&#1086; &#1082; &#1089;&#1086;&#1087;&#1088;&#1086;&#1090;&#1080;&#1074;&#1083;&#1077;&#1085;&#1080;&#1102; &#1080; &#1082;&#1086;&#1085;&#1092;&#1088;&#1086;&#1085;&#1090;&#1072;&#1094;&#1080;&#1080;.,Ее всегда тянуло к сопротивлению и конфронтации.,"In the above sentence, the woman's desire for controversy is being described in terms of: ",В этом предложении желание к конфронтации описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1082; &#1082;&#1086;&#1085;&#1092;&#1088;&#1086;&#1085;&#1090;&#1072;&#1094;&#1080;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is a Physical Force,Желание,Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,1
30,"In the last week, the new president has begun to grasp the nation's problems.","&#1057;&#1090;&#1088;&#1072;&#1085;&#1072; &#1073;&#1099;&#1083;&#1072; &#1074; &#1074;&#1086;&#1089;&#1090;&#1086;&#1088;&#1075;&#1077; &#1086;&#1090; &#1090;&#1086;&#1075;&#1086;, &#1095;&#1090;&#1086; &#1085;&#1086;&#1074;&#1099;&#1081; &#1087;&#1088;&#1077;&#1079;&#1080;&#1076;&#1077;&#1085;&#1090; &#1091;&#1083;&#1086;&#1074;&#1080;&#1083; &#1090;&#1086;&#1085;&#1082;&#1086;&#1089;&#1090;&#1100; &#1095;&#1077;&#1089;&#1090;&#1085;&#1086;&#1075;&#1086; &#1091;&#1087;&#1088;&#1072;&#1074;&#1083;&#1077;&#1085;&#1080;&#1103;.","Страна была в восторге от того, что новый президент уловил тонкость честного управления.","In the above sentence, the president's understanding of the nation's problems is being described in terms of: ",В этом предложении понимание/знание президента описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1087;&#1088;&#1077;&#1079;&#1080;&#1076;&#1077;&#1085;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Holding an Object",Понимание/Знание,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,A Region in Space,Место/Пространство,&#1052;&#1077;&#1089;&#1090;&#1086;/&#1055;&#1088;&#1086;&#1089;&#1090;&#1088;&#1072;&#1085;&#1089;&#1090;&#1074;&#1086;,1
31,"In the last week, the new president has gotten a glimpse of the nation's problems.","&#1057;&#1090;&#1088;&#1072;&#1085;&#1072; &#1073;&#1099;&#1083;&#1072; &#1074; &#1074;&#1086;&#1089;&#1090;&#1086;&#1088;&#1075;&#1077; &#1086;&#1090; &#1090;&#1086;&#1075;&#1086;, &#1095;&#1090;&#1086; &#1085;&#1086;&#1074;&#1099;&#1081; &#1087;&#1088;&#1077;&#1079;&#1080;&#1076;&#1077;&#1085;&#1090; &#1087;&#1088;&#1086;&#1103;&#1074;&#1080;&#1083; &#1087;&#1088;&#1086;&#1073;&#1083;&#1077;&#1089;&#1082; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1103;, &#1082;&#1072;&#1082; &#1095;&#1077;&#1089;&#1090;&#1085;&#1086; &#1091;&#1087;&#1088;&#1072;&#1074;&#1083;&#1103;&#1090;&#1100; &#1089;&#1086;&#1094;&#1080;&#1072;&#1083;&#1100;&#1085;&#1099;&#1084; &#1073;&#1102;&#1076;&#1078;&#1077;&#1090;&#1086;&#1084;.","Страна была в восторге от того, что новый президент проявил проблеск понимания, как  честно управлять социальным бюджетом.","In the above sentence, the president's understanding of the nation's problems is being described in terms of: ",В этом предложении понимание/знание президента описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1087;&#1088;&#1077;&#1079;&#1080;&#1076;&#1077;&#1085;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Seeing something",Понимание/Знание,Seeing,Видеть,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,1
32,Interest in this fall's election is growing.,&#1048;&#1085;&#1090;&#1077;&#1088;&#1077;&#1089; &#1082; &#1087;&#1088;&#1077;&#1076;&#1089;&#1090;&#1086;&#1103;&#1097;&#1080;&#1084; &#1074;&#1099;&#1073;&#1086;&#1088;&#1072;&#1084; &#1101;&#1090;&#1086;&#1081; &#1086;&#1089;&#1077;&#1085;&#1100;&#1102; &#1091;&#1074;&#1077;&#1083;&#1080;&#1095;&#1080;&#1074;&#1072;&#1077;&#1090;&#1089;&#1103; &#1089; &#1082;&#1072;&#1078;&#1076;&#1099;&#1084; &#1076;&#1085;&#1077;&#1084;.,Интерес к предстоящим выборам этой осенью увеличивается с каждым днем.,"In the above sentence, the amount of interest in the election is being described in terms of: ",В этом предложении количество описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Physical Size,Количество,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,2
33,Interest in this fall's election is rising.,&#1048;&#1085;&#1090;&#1077;&#1088;&#1077;&#1089; &#1082; &#1087;&#1088;&#1077;&#1076;&#1089;&#1090;&#1086;&#1103;&#1097;&#1080;&#1084; &#1074;&#1099;&#1073;&#1086;&#1088;&#1072;&#1084; &#1101;&#1090;&#1086;&#1081; &#1086;&#1089;&#1077;&#1085;&#1100;&#1102; &#1088;&#1072;&#1089;&#1090;&#1077;&#1090; &#1089; &#1082;&#1072;&#1078;&#1076;&#1099;&#1084; &#1076;&#1085;&#1077;&#1084;.,Интерес к предстоящим выборам этой осенью растет с каждым днем.,"In the above sentence, the amount of interest in the election is being described in terms of: ",В этом предложении количество описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Vertical Elevation,Количество,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,2
34,"Thanks to his keen social skills, the student came to grips with the reality of the situation.","&#1052;&#1072;&#1084;&#1072; &#1073;&#1099;&#1083;&#1072; &#1088;&#1072;&#1076;&#1072;, &#1095;&#1090;&#1086; &#1077;&#1077; &#1073;&#1077;&#1079;&#1076;&#1077;&#1083;&#1100;&#1085;&#1080;&#1082;-&#1089;&#1099;&#1085;&#1086;&#1082; &#1085;&#1072;&#1082;&#1086;&#1085;&#1077;&#1094;-&#1090;&#1086; &#1089;&#1093;&#1074;&#1072;&#1090;&#1080;&#1083;&#1089;&#1103; &#1079;&#1072; &#1091;&#1084;.","Мама была рада, что ее бездельник-сынок наконец-то схватился за ум.","In the above sentence, the student's understanding of the situation is being described in terms of: ",В этом предложении понимание/знание описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Holding an Object",Понимание/Знание,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,1
35,"Thanks to his keen social skills, the student could see the reality of the situation.","&#1052;&#1072;&#1084;&#1072; &#1073;&#1099;&#1083;&#1072; &#1088;&#1072;&#1076;&#1072;, &#1095;&#1090;&#1086; &#1077;&#1077; &#1073;&#1077;&#1079;&#1076;&#1077;&#1083;&#1100;&#1085;&#1080;&#1082;-&#1089;&#1099;&#1085;&#1086;&#1082; &#1074;&#1087;&#1077;&#1088;&#1074;&#1099;&#1077; &#1073;&#1083;&#1077;&#1089;&#1085;&#1091;&#1083; &#1089;&#1074;&#1086;&#1080;&#1084; &#1091;&#1084;&#1086;&#1084;.","Мама была рада, что ее бездельник-сынок впервые блеснул своим умом.","In the above sentence, the student's understanding of the situation is being described in terms of: ",В этом предложении понимание/знание описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Vision",Понимание/Знание,Seeing,Видеть,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Physical Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,1
